Posicion,IMFS 5
1,0.2929106313188372
2,0.2933133191447842
3,0.29400952631861615
4,0.2950139325991781
5,0.29634121774531624
6,0.2980060615158773
7,0.30002314366970767
8,0.3024071439656526
9,0.3051663442355794
10,0.3082809216236061
11,0.3117138668641067
12,0.31542340455200657
13,0.31936979509553554
14,0.3235139919971073
15,0.32781694875913875
16,0.33223961888404546
17,0.3367429558742436
18,0.34128791323214913
19,0.34583544446017694
20,0.35034650306074416
21,0.354782042536266
22,0.3591030163891581
23,0.36327037812183693
24,0.36724508123671784
25,0.3709880792362172
26,0.3744603256227508
27,0.37762277389873344
28,0.3804363775665823
29,0.38286209012871314
30,0.38486086508754125
31,0.38639365594548264
32,0.3874214162049532
33,0.3879050993683693
34,0.3878055939214592
35,0.3870835282832064
36,0.3856994658559044
37,0.38361534472528636
38,0.3808011432196386
39,0.37724291149120825
40,0.37294736562207487
41,0.3679257527995691
42,0.3621914366778371
43,0.3557662467782732
44,0.34867412908908685
45,0.3409390295984866
46,0.3325848942946805
47,0.3236356691658778
48,0.3141153002002851
49,0.3040477333861137
50,0.29345691471156876
51,0.2823667901648604
52,0.27080130573419803
53,0.2587844074077885
54,0.24634004117384115
55,0.23349215302056417
56,0.22026468893616613
57,0.20668159490885565
58,0.1927668169268399
59,0.17854430097832943
60,0.1640379930515308
61,0.14927183913465397
62,0.1342695596290247
63,0.11905397258844064
64,0.10364767047981993
65,0.08807324577007888
66,0.0723532909261339
67,0.05651039841490105
68,0.04056716070329769
69,0.024546170258239186
70,0.008470516915641824
71,-0.007633976754619742
72,-0.023738099974512705
73,-0.0398127466934618
74,-0.05583096991185027
75,-0.07176634184462077
76,-0.08759243470671621
77,-0.10328282071307962
78,-0.11881107207865418
79,-0.13415076101838413
80,-0.14927545974721076
81,-0.16415874048007822
82,-0.17877417543192953
83,-0.19309533681770769
84,-0.20709579685235538
85,-0.22074912775081607
86,-0.2340289017280337
87,-0.24690869099895063
88,-0.2593620677785097
89,-0.27136260428165404
90,-0.2828838727233272
91,-0.29389944531847145
92,-0.30438289428203213
93,-0.31430779182895024
94,-0.32364771017416827
95,-0.3323762215326325
96,-0.3404668981192827
97,-0.3478933121490637
98,-0.35462903583691796
99,-0.3606476413977895
100,-0.36592270104662017
101,-0.37042778699835444
102,-0.3741364714679334
103,-0.37702232667030305
104,-0.37905892482040404
105,-0.38021983813318083
106,-0.3804786044070003
107,-0.3798086030548924
108,-0.3781935380759987
109,-0.37565886026575857
110,-0.37224046229844265
111,-0.367974236848323
112,-0.3628960765896744
113,-0.35704187419676636
114,-0.35044752234387305
115,-0.3431489137052647
116,-0.3351819409552156
117,-0.3265824967679975
118,-0.31738647381788154
119,-0.307629764779141
120,-0.29734826232604783
121,-0.286577859132875
122,-0.27535444787389385
123,-0.26371392122337756
124,-0.2516921718555964
125,-0.23932509244482564
126,-0.22664857566533386
127,-0.21369851419139702
128,-0.20051080069728422
129,-0.1871213278572717
130,-0.1735659883456273
131,-0.15988067483662516
132,-0.1461012800045377
133,-0.1322636965236375
134,-0.11840381706819564
135,-0.10455753431248452
136,-0.0907607409307796
137,-0.07704932959734853
138,-0.06345919298646535
139,-0.05002622377240276
140,-0.03678631462943313
141,-0.023775358231828636
142,-0.01102172084053668
143,0.0014767636845116894
144,0.01373149488757841
145,0.025754299060646746
146,0.03755700249569671
147,0.049149714855417886
148,0.06053567928529849
149,0.07171642230153413
150,0.08269347042031883
151,0.09346835015785082
152,0.10404258803032174
153,0.11441771055392658
154,0.12459524424486074
155,0.1345767156193204
156,0.14436365119349914
157,0.15395757748359162
158,0.16336002100579136
159,0.17257250827629567
160,0.18159656581129763
161,0.19043372012699386
162,0.19908549773957704
163,0.20755342516524414
164,0.21583902892018886
165,0.22394383552060465
166,0.2318693714826881
167,0.23961716332263377
168,0.24718873755663648
169,0.2545856207008895
170,0.26180933927159067
171,0.26886426204169345
172,0.27576547789132144
173,0.2825225134596716
174,0.2891210111931697
175,0.295540804720025
176,0.30176172766844417
177,0.30776361366663146
178,0.3135262963427954
179,0.31902960932514307
180,0.32425338624188
181,0.3291774607212127
182,0.33378166639134826
183,0.33804583688049367
184,0.3419498058168525
185,0.34547340682863603
186,0.34859647354404666
187,0.3512988395912934
188,0.3535603385985827
189,0.35536080419411975
190,0.3566800700061122
191,0.3574979696627666
192,0.3577943367922884
193,0.3575490480696956
194,0.3567421523572405
195,0.3553537415639842
196,0.3533639538958537
197,0.3507531127462119
198,0.34750158780528795
199,0.34358974876330817
200,0.33899796531049786
201,0.3337066071370863
202,0.3277004428003205
203,0.32098208287822305
204,0.3135623383221896
205,0.30546352781863695
206,0.29671078534957185
207,0.2873292448969943
208,0.2773440404429084
209,0.26678030596931634
210,0.2556631754582225
211,0.24401778289162876
212,0.23186926225153923
213,0.21924274751995682
214,0.2061633726788827
215,0.19265627171032182
216,0.17874657859627724
217,0.1644594273187508
218,0.14981995185974645
219,0.1348532862012672
220,0.1195845643253142
221,0.10403892021389372
222,0.08824148784900668
223,0.07221740121265599
224,0.0559917942868457
225,0.039589801053578455
226,0.023036555494857336
227,0.006357191592684566
228,-0.010423156670934908
229,-0.027279355314001164
230,-0.044184414327251204
231,-0.061101048713607706
232,-0.07797861173801324
233,-0.09476349700441794
234,-0.11140207592122214
235,-0.1278407198968245
236,-0.14402580033962653
237,-0.15990498475445755
238,-0.17543112503187228
239,-0.1905583691588548
240,-0.20524086512238887
241,-0.21943276090946
242,-0.2330882045070522
243,-0.24616134390214964
244,-0.2586063270817368
245,-0.2703773020327978
246,-0.2814284167423172
247,-0.2917138191972801
248,-0.3011876573846698
249,-0.30980407929147197
250,-0.31751723290466927
251,-0.32428126621124775
252,-0.3300503271981913
253,-0.33477856385248406
254,-0.33842012416111067
255,-0.34092915611105534
256,-0.34225985024069644
257,-0.34237666167260494
258,-0.34129000972984347
259,-0.3390425846525714
260,-0.33568262081556854
261,-0.3312583525936134
262,-0.32581801436148605
263,-0.3194098404939657
264,-0.3120820653658314
265,-0.30388292335186273
266,-0.2948606488268385
267,-0.2850634761655383
268,-0.27453963974274187
269,-0.2633373739332279
270,-0.25150491311177614
271,-0.23909049165316584
272,-0.22614234393217617
273,-0.21270902334039102
274,-0.19884035933661318
275,-0.18458650039644978
276,-0.16999759499550823
277,-0.15512379160939618
278,-0.14001523871372043
279,-0.12472208478408778
280,-0.10929447829610583
281,-0.09378256772538271
282,-0.07823662259805694
283,-0.06270739664239822
284,-0.047242199279065644
285,-0.03187153206308227
286,-0.01661214545906098
287,-0.0014782434985478599
288,0.013515969786910803
289,0.02835629036576845
290,0.0430285142064796
291,0.0575184372774972
292,0.07181185554727554
293,0.08589456498426842
294,0.09975236155692954
295,0.11337104123371294
296,0.1267363999830713
297,0.1398342337734596
298,0.1526503385733314
299,0.16517051035114064
300,0.17738054507533996
301,0.18926623871438464
302,0.2008133872367277
303,0.21200778661082298
304,0.22283523280512443
305,0.23328152178808578
306,0.24333244952816066
307,0.2529738119938034
308,0.2621914051534665
309,0.27097102497560555
310,0.279298467428673
311,0.2871595284811226
312,0.294540004101409
313,0.3014256902579858
314,0.30780238291930645
315,0.31365587805382417
316,0.3189719716299943
317,0.3237364596162693
318,0.32793513798110274
319,0.3315523572551925
320,0.3345672815295381
321,0.3369651643369915
322,0.3387524690588286
323,0.339940812710597
324,0.3405417194557437
325,0.34056634204932695
326,0.34002570909237007
327,0.338930723978162
328,0.3372922587980558
329,0.3351211856434039
330,0.33242837660555996
331,0.3292247037758782
332,0.3255210392457113
333,0.3213282551064117
334,0.3166572234493329
335,0.3115188163658291
336,0.3059239059472525
337,0.29988336428495677
338,0.29340806347029513
339,0.28650887559462174
340,0.2791966727492884
341,0.27148232702564906
342,0.26337671051505684
343,0.2548906953088654
344,0.24603515349842783
345,0.23682095717509588
346,0.22725897843022524
347,0.21736042969497454
348,0.2071363078587151
349,0.19659238137745072
350,0.1857357971296743
351,0.17457444082475448
352,0.1631182595426692
353,0.15138544584582314
354,0.13939625366722594
355,0.12717093693988835
356,0.11472974959682256
357,0.10209294557103932
358,0.08928077879554863
359,0.07631350320336344
360,0.06321137272749278
361,0.049994641300948384
362,0.03668356285674171
363,0.02329839132788411
364,0.009859380647385285
365,-0.003613215251743046
366,-0.017099142436490633
367,-0.03057814697384531
368,-0.044029974930795995
369,-0.05743437237433194
370,-0.07077108537144278
371,-0.08401985998911676
372,-0.09716044229434362
373,-0.11017257835411051
374,-0.12303601423541019
375,-0.13573049600522816
376,-0.14823576973055472
377,-0.1605355432262332
378,-0.17262937129853356
379,-0.18452077050157842
380,-0.19621477406662874
381,-0.2077204176264527
382,-0.21903553535035963
383,-0.23013805345096774
384,-0.24100143722848802
385,-0.2515991519831275
386,-0.26190466301509585
387,-0.2718914356246004
388,-0.28153293511185085
389,-0.2908026267770566
390,-0.2996739759204241
391,-0.30812044784216375
392,-0.31611550784248366
393,-0.323632621221593
394,-0.3306452532797003
395,-0.33712686931701363
396,-0.343050934633742
397,-0.3483909145300954
398,-0.3531202743062808
399,-0.3572124792625063
400,-0.3606409946989841
401,-0.3633792859159193
402,-0.3654008182135213
403,-0.3666790568920005
404,-0.3671874672515649
405,-0.36689956529818313
406,-0.3657890819111801
407,-0.3638298468768423
408,-0.3609957032487341
409,-0.35726049894833023
410,-0.3525980831140695
411,-0.3469823048844066
412,-0.3403870133977854
413,-0.33278967725116615
414,-0.3241858435561077
415,-0.3145940098918853
416,-0.30405598766643305
417,-0.2926185165747127
418,-0.28032833631168863
419,-0.2672321865723216
420,-0.2533768070515764
421,-0.23880893744441642
422,-0.22357531744580356
423,-0.207722686750699
424,-0.19129778505406925
425,-0.17434735205087465
426,-0.1569181274360788
427,-0.13905685090464592
428,-0.12081026215153706
429,-0.10222510087171599
430,-0.08334810676014717
431,-0.06422601951179005
432,-0.044905578821610975
433,-0.025433524384570305
434,-0.005856595895633032
435,0.013778466950240847
436,0.03342492445808362
437,0.05303603693293585
438,0.0725650646798344
439,0.09196526800381566
440,0.11118990720991634
441,0.13019224260317377
442,0.1489255344886267
443,0.16734304317130896
444,0.18539802895625984
445,0.20304375214851625
446,0.2202334730531137
447,0.23692045197509273
448,0.25305794921948643
449,0.26859922509133294
450,0.2834975398956712
451,0.2977061539375376
452,0.3111783275219663
453,0.32386732095399784
454,0.3357262115210187
455,0.34670895383071093
456,0.35677937933776194
457,0.36592116633541377
458,0.37413660839115426
459,0.3814317473157588
460,0.38781262492000573
461,0.3932852830146676
462,0.39785576341051854
463,0.4015301079183371
464,0.40431435834889484
465,0.4062145565129718
466,0.4072368526976161
467,0.4073878310949853
468,0.4066742856334651
469,0.40510341528125704
470,0.40268252026651474
471,0.3994189008173937
472,0.3953198571620483
473,0.39039268952863143
474,0.38464469814529934
475,0.37808318324020407
476,0.37071544504150244
477,0.36254878377734856
478,0.35359049967589506
479,0.3438478929652975
480,0.3333282638737106
481,0.3220389126292869
482,0.3099871394601845
483,0.29718024459455517
484,0.2836255282605538
485,0.269330290686334
486,0.25430183210005125
487,0.23854745272985958
488,0.2220744528039137
489,0.20489082716316656
490,0.18701109702790578
491,0.16846703466519225
492,0.1493007921802708
493,0.12955815184727895
494,0.10928756236244405
495,0.08853925661606196
496,0.06736831087713474
497,0.045831012259337
498,0.023985411784634425
499,0.0018966161081394595
500,-0.02036850420674638
501,-0.04274307859662185
502,-0.06516023649808922
503,-0.08755310734774494
504,-0.10985482058218973
505,-0.1319985056380242
506,-0.15391729195184622
507,-0.17554430896025675
508,-0.1968126860998539
509,-0.21765555280723728
510,-0.23800603851900662
511,-0.25779727267176256
512,-0.27696238470210344
513,-0.29543450404662863
514,-0.3131467601419392
515,-0.3300322824246312
516,-0.34602420033130904
517,-0.36105564329856765
518,-0.3750597407630089
519,-0.38796962216123154
520,-0.39971841692983545
521,-0.41023925450542065
522,-0.41946526432458575
523,-0.4273340744671036
524,-0.4338035644996882
525,-0.4388559236942931
526,-0.44251873185737856
527,-0.4448303522004696
528,-0.4458291479350919
529,-0.44555340261553444
530,-0.4440410811671259
531,-0.44133006885796355
532,-0.4374582509561443
533,-0.43246351272975947
534,-0.42638373944690544
535,-0.4192568163756759
536,-0.4111206287841672
537,-0.4020130619404716
538,-0.3919720011126884
539,-0.3810353315689068
540,-0.3692409385772245
541,-0.35662670740573554
542,-0.3432305233225351
543,-0.32909027159571724
544,-0.31424383749337714
545,-0.29872910628360994
546,-0.282583963234509
547,-0.26584629361417067
548,-0.24855398269068815
549,-0.23074491573215625
550,-0.21245697800667188
551,-0.19372805478232705
552,-0.17459603132721782
553,-0.15509971472921685
554,-0.13528159935530923
555,-0.11518510139225649
556,-0.09485439021745815
557,-0.07433615669109406
558,-0.05367491313089223
559,-0.03291061711018514
560,-0.012081471554173467
561,0.008774517620470074
562,0.029619344497067213
563,0.050415003158942734
564,0.07112348768942423
565,0.09170679217183428
566,0.1121269106894984
567,0.1323458373257415
568,0.15232556616388854
569,0.17202809128726285
570,0.19141540677919225
571,0.21044950672299825
572,0.2290923852020087
573,0.24730603629954634
574,0.26505245409893685
575,0.28229363268350466
576,0.2989915661365754
577,0.31510824854147323
578,0.33060567398152285
579,0.34544583654005023
580,0.3595907303003797
581,0.3730023493458338
582,0.38564268775974064
583,0.3974737396254233
584,0.4084574990262083
585,0.4185559600454194
586,0.42773111676638065
587,0.4359449632724181
588,0.44315949364685536
589,0.449336701973018
590,0.45443858233423184
591,0.4584271288138202
592,0.46126433549510815
593,0.4629121964614207
594,0.4633363566783501
595,0.4625255967123134
596,0.4605067682255999
597,0.457316422658609
598,0.4529914033783251
599,0.4475685537517312
600,0.441084717145811
601,0.433576736927551
602,0.42508145646393247
603,0.4156357191219415
604,0.40527636826856145
605,0.394040247270777
606,0.3819641994955715
607,0.3690850683099302
608,0.3554396970808357
609,0.341064929175274
610,0.32599760796022637
611,0.31027457680268034
612,0.29393267906961895
613,0.2770087581280246
614,0.2595396573448844
615,0.2415622200871803
616,0.2231132897218955
617,0.204229709616015
618,0.18494832313652423
619,0.16530597365040825
620,0.14533950452464728
621,0.12508575912622738
622,0.10458158082213503
623,0.08386381297935122
